Gene ID,source_id,Organism,Product Description,Protein Length,Molecular Weight,Superfamily Description,# TM Domains,Computed GO Functions
GL50803_00103373,GL50803_00103373_t1,Giardia Assemblage A isolate WB 2019,Alpha-7.1 giardin,388,42910,Annexin superfamily,0,calcium ion binding;calcium-dependent phospholipid binding
GL50803_0010339,GL50803_0010339_t1,Giardia Assemblage A isolate WB 2019,unspecified product,421,47359,N/A,0,N/A
GL50803_0010341,GL50803_0010341_t1,Giardia Assemblage A isolate WB 2019,Ribosomal protein L10e,338,38363,Ribosomal protein L1-like,0,N/A
GL50803_00103437,GL50803_00103437_t1,Giardia Assemblage A isolate WB 2019,Alpha-9 giardin,301,33787,Annexin superfamily,0,calcium ion binding;calcium-dependent phospholipid binding
GL50803_00103454,GL50803_00103454_t1,Giardia Assemblage A isolate WB 2019,High cysteine membrane protein Group 1,736,79408,Growth factor receptor cysteine-rich domain superfamily,1,N/A
GL50803_00103540,GL50803_00103540_t1,Giardia Assemblage A isolate WB 2019,unspecified product,304,32191,N/A,0,N/A
GL50803_0010358,GL50803_0010358_t1,Giardia Assemblage A isolate WB 2019,A-type flavoprotein,414,46622,Flavoprotein-like superfamily;Ribonuclease Z/Hydroxyacylglutathione hydrolase-like,0,FMN binding;electron transfer activity;metal ion binding;oxidoreductase activity
GL50803_00103606,GL50803_00103606_t1,Giardia Assemblage A isolate WB 2019,unspecified product,1168,130258,N/A,0,N/A
GL50803_0010361,GL50803_0010361_t1,Giardia Assemblage A isolate WB 2019,P60 katanin,648,72565,P-loop containing nucleoside triphosphate hydrolase,0,ATP binding;ATP hydrolysis activity;protein binding
GL50803_00103659,GL50803_00103659_t1,Giardia Assemblage A isolate WB 2019,Zinc finger domain-containing protein,394,43059,"Zinc finger, CHY-type superfamily;Zinc finger, CTCHY-type superfamily",0,zinc ion binding
GL50803_0010367,GL50803_0010367_t1,Giardia Assemblage A isolate WB 2019,Ribosomal protein S24,132,14844,Ribosomal protein L23/L15e core domain superfamily,0,structural constituent of ribosome
GL50803_00103676,GL50803_00103676_t1,Giardia Assemblage A isolate WB 2019,Alpha-tubulin 1,454,50552,"Tubulin/FtsZ, GTPase domain superfamily;Tubulin/FtsZ, C-terminal",0,GTP binding;GTPase activity;structural constituent of cytoskeleton
GL50803_0010370,GL50803_0010370_t1,Giardia Assemblage A isolate WB 2019,putative ATP/GTP binding protein,453,52670,N/A,0,N/A
GL50803_00103709,GL50803_00103709_t1,Giardia Assemblage A isolate WB 2019,BRO1-like domain-containing protein,848,94748,N/A,0,protein binding
GL50803_00103713,GL50803_00103713_t1,Giardia Assemblage A isolate WB 2019,Protein disulfide isomerase PDI4,354,40342,Thioredoxin-like superfamily,0,N/A
GL50803_0010374,GL50803_0010374_t1,Giardia Assemblage A isolate WB 2019,Ankyrin repeat protein 1,700,77680,Ankyrin repeat-containing domain superfamily,0,protein binding
GL50803_00103783,GL50803_00103783_t1,Giardia Assemblage A isolate WB 2019,Ankyrin repeat protein 1,238,25603,Ankyrin repeat-containing domain superfamily,0,protein binding
GL50803_00103785,GL50803_00103785_t1,Giardia Assemblage A isolate WB 2019,Transmembrane domain-containing protein,248,25640,N/A,6,N/A
GL50803_00103807,GL50803_00103807_t1,Giardia Assemblage A isolate WB 2019,Ankyrin repeat protein 1,946,103392,Ankyrin repeat-containing domain superfamily,0,protein binding
GL50803_00103810,GL50803_00103810_t1,Giardia Assemblage A isolate WB 2019,Ankyrin repeat protein 1,1873,206464,Ankyrin repeat-containing domain superfamily,0,protein binding
GL50803_00103818,GL50803_00103818_t1,Giardia Assemblage A isolate WB 2019,unspecified product,2607,289351,N/A,0,N/A
GL50803_0010382,GL50803_0010382_t1,Giardia Assemblage A isolate WB 2019,Tubulin tyrosine ligase-like 2,436,50568,N/A,0,N/A
GL50803_00103838,GL50803_00103838_t1,Giardia Assemblage A isolate WB 2019,"Kinase, ULK",1874,212248,Protein kinase-like domain superfamily,0,ATP binding;microtubule binding;protein kinase activity
GL50803_00103849,GL50803_00103849_t1,Giardia Assemblage A isolate WB 2019,unspecified product,1053,118418,N/A,0,N/A
GL50803_00103855,GL50803_00103855_t1,Giardia Assemblage A isolate WB 2019,Vacuolar protein sorting 29,461,49157,Metallo-dependent phosphatase-like,0,N/A
GL50803_00103878,GL50803_00103878_t1,Giardia Assemblage A isolate WB 2019,unspecified product,2745,305542,N/A,0,N/A
GL50803_00103883,GL50803_00103883_t1,Giardia Assemblage A isolate WB 2019,unspecified product,416,46666,N/A,1,N/A
GL50803_00103887,GL50803_00103887_t1,Giardia Assemblage A isolate WB 2019,Dicer,754,82478,"PAZ domain superfamily;Ribonuclease III, endonuclease domain superfamily",0,RNA binding;protein binding;ribonuclease III activity
GL50803_00103888,GL50803_00103888_t1,Giardia Assemblage A isolate WB 2019,unspecified product,328,34810,Quinoprotein alcohol dehydrogenase-like superfamily,0,protein binding
GL50803_00103891,GL50803_00103891_t1,Giardia Assemblage A isolate WB 2019,Chaperonin 60,547,57105,GroEL-like equatorial domain superfamily;GroEL-like apical domain superfamily;TCP-1-like chaperonin intermediate domain superfamily,0,ATP binding;ATP hydrolysis activity
GL50803_00103895,GL50803_00103895_t1,Giardia Assemblage A isolate WB 2019,unspecified product,453,51304,N/A,0,N/A
GL50803_00103935,GL50803_00103935_t1,Giardia Assemblage A isolate WB 2019,DNA repair protein RAD52,341,36802,N/A,0,N/A
GL50803_00103943,GL50803_00103943_t1,Giardia Assemblage A isolate WB 2019,High cysteine membrane protein Group 3,838,87314,Growth factor receptor cysteine-rich domain superfamily,1,N/A
GL50803_00103944,GL50803_00103944_t1,Giardia Assemblage A isolate WB 2019,"Kinase, NEK",865,95654,Ankyrin repeat-containing domain superfamily;Protein kinase-like domain superfamily,0,ATP binding;protein binding;protein kinase activity;protein tyrosine kinase activity
GL50803_00103946,GL50803_00103946_t1,Giardia Assemblage A isolate WB 2019,pseudogene,N/A,N/A,N/A,N/A,N/A
GL50803_00103981,GL50803_00103981_t1,Giardia Assemblage A isolate WB 2019,unspecified product,277,29898,N/A,0,N/A
GL50803_00103992,GL50803_00103992_t1,Giardia Assemblage A isolate WB 2019,VSP,627,64642,Growth factor receptor cysteine-rich domain superfamily,1,N/A
GL50803_0010400,GL50803_0010400_t1,Giardia Assemblage A isolate WB 2019,unspecified product,433,48608,N/A,0,N/A
GL50803_00104031,GL50803_00104031_t1,Giardia Assemblage A isolate WB 2019,putative Glycogen synthase,753,85062,N/A,0,glycogen (starch) synthase activity
GL50803_00104087,GL50803_00104087_t1,Giardia Assemblage A isolate WB 2019,High cysteine membrane protein,1111,120352,Growth factor receptor cysteine-rich domain superfamily,1,N/A
GL50803_0010410,GL50803_0010410_t1,Giardia Assemblage A isolate WB 2019,Ankyrin repeat protein 1,221,24418,Ankyrin repeat-containing domain superfamily,0,protein binding
GL50803_00104139,GL50803_00104139_t1,Giardia Assemblage A isolate WB 2019,unspecified product,1219,140060,N/A,0,N/A
GL50803_00104150,GL50803_00104150_t1,Giardia Assemblage A isolate WB 2019,"Kinase, PLK",678,77190,Protein kinase-like domain superfamily,0,ATP binding;protein binding;protein kinase activity
GL50803_00104173,GL50803_00104173_t1,Giardia Assemblage A isolate WB 2019,Isoleucyl-tRNA synthetase,1165,133603,"Aminoacyl-tRNA synthetase, class Ia, anticodon-binding;Valyl/Leucyl/Isoleucyl-tRNA synthetase, editing domain",0,ATP binding;aminoacyl-tRNA editing activity;aminoacyl-tRNA ligase activity;isoleucine-tRNA ligase activity;nucleotide binding;tRNA binding
GL50803_00104186,GL50803_00104186_t1,Giardia Assemblage A isolate WB 2019,unspecified product,1347,149839,N/A,0,N/A
GL50803_0010422,GL50803_0010422_t1,Giardia Assemblage A isolate WB 2019,unspecified product,217,24260,N/A,0,N/A
GL50803_0010423,GL50803_0010423_t1,Giardia Assemblage A isolate WB 2019,Activator of Hsp90 ATPase,147,16827,"Activator of Hsp90 ATPase, Aha1",0,ATPase activator activity;Hsp90 protein binding;chaperone binding
GL50803_00104232,GL50803_00104232_t1,Giardia Assemblage A isolate WB 2019,unspecified product,425,45462,N/A,0,N/A
GL50803_00104234,GL50803_00104234_t1,Giardia Assemblage A isolate WB 2019,unspecified product,569,63937,N/A,0,N/A
GL50803_00104248,GL50803_00104248_t1,Giardia Assemblage A isolate WB 2019,unspecified product,403,46662,N/A,0,N/A
GL50803_0010425,GL50803_0010425_t1,Giardia Assemblage A isolate WB 2019,unspecified product,168,18872,N/A,4,N/A
GL50803_00104250,GL50803_00104250_t1,Giardia Assemblage A isolate WB 2019,Thioredoxin,123,13842,Thioredoxin-like superfamily,0,N/A
GL50803_0010427,GL50803_0010427_t1,Giardia Assemblage A isolate WB 2019,putative U2 small nuclear ribonucleoprotein B,84,9179,RNA-binding domain superfamily,0,RNA binding;nucleic acid binding
GL50803_0010428,GL50803_0010428_t1,Giardia Assemblage A isolate WB 2019,Ribosomal protein L10,210,24233,Ribosomal protein L10e/L16 superfamily,0,structural constituent of ribosome
GL50803_0010429,GL50803_0010429_t1,Giardia Assemblage A isolate WB 2019,Wos2 protein,185,20852,HSP20-like chaperone,0,N/A
GL50803_0010444,GL50803_0010444_t1,Giardia Assemblage A isolate WB 2019,unspecified product,233,26415,N/A,0,N/A
GL50803_0010450,GL50803_0010450_t1,Giardia Assemblage A isolate WB 2019,FKBP-type peptidyl-prolyl cis-trans isomerase,109,11856,N/A,0,peptidyl-prolyl cis-trans isomerase activity
GL50803_0010452,GL50803_0010452_t1,Giardia Assemblage A isolate WB 2019,unspecified product,180,19649,N/A,0,N/A
GL50803_0010455,GL50803_0010455_t1,Giardia Assemblage A isolate WB 2019,unspecified product,1201,134637,N/A,0,N/A
GL50803_0010459,GL50803_0010459_t1,Giardia Assemblage A isolate WB 2019,rRNA-processing protein Fcf1,190,22150,PIN-like domain superfamily,0,N/A
GL50803_0010460,GL50803_0010460_t1,Giardia Assemblage A isolate WB 2019,unspecified product,569,62654,N/A,0,N/A
GL50803_00104685,GL50803_00104685_t1,Giardia Assemblage A isolate WB 2019,Centrin,176,20224,EF-hand domain pair,0,calcium ion binding
GL50803_00104866,GL50803_00104866_t1,Giardia Assemblage A isolate WB 2019,unspecified product,194,22680,N/A,0,N/A
GL50803_00104870,GL50803_00104870_t1,Giardia Assemblage A isolate WB 2019,unspecified product,141,15902,N/A,0,N/A
GL50803_00104982,GL50803_00104982_t1,Giardia Assemblage A isolate WB 2019,putative Ubiquitin fold modifier 1 protein,113,12700,Ubiquitin-like domain superfamily,0,N/A
GL50803_00104984,GL50803_00104984_t1,Giardia Assemblage A isolate WB 2019,unspecified product,267,29544,N/A,0,N/A
GL50803_00104994,GL50803_00104994_t1,Giardia Assemblage A isolate WB 2019,unspecified product,160,17728,Tetratricopeptide-like helical domain superfamily,0,protein binding
GL50803_0010516,GL50803_0010516_t1,Giardia Assemblage A isolate WB 2019,Leucine carboxyl methyltransferase,364,41453,S-adenosyl-L-methionine-dependent methyltransferase,0,methyltransferase activity
GL50803_0010521,GL50803_0010521_t1,Giardia Assemblage A isolate WB 2019,Arginyl-tRNA synthetase,621,70295,"Aminoacyl-tRNA synthetase, class Ia, anticodon-binding;Arginyl tRNA synthetase N-terminal domain superfamily",0,ATP binding;aminoacyl-tRNA ligase activity;arginine-tRNA ligase activity;nucleotide binding
GL50803_0010522,GL50803_0010522_t1,Giardia Assemblage A isolate WB 2019,SHIPPO repeat domain-containing protein,284,29761,N/A,0,N/A
GL50803_0010524,GL50803_0010524_t1,Giardia Assemblage A isolate WB 2019,unspecified product,250,27283,N/A,0,N/A
GL50803_0010527,GL50803_0010527_t1,Giardia Assemblage A isolate WB 2019,unspecified product,315,35409,N/A,0,N/A
GL50803_0010529,GL50803_0010529_t1,Giardia Assemblage A isolate WB 2019,TPR_1 Tetratricopeptide repeat protein,425,46601,Tetratricopeptide-like helical domain superfamily,0,protein binding
GL50803_0010530,GL50803_0010530_t1,Giardia Assemblage A isolate WB 2019,Vacuolar ATP synthase 16 kDa proteolipid subunit,177,17885,F/V-ATP synthase subunit C superfamily,4,hydrolase activity;proton transmembrane transporter activity
GL50803_0010551,GL50803_0010551_t1,Giardia Assemblage A isolate WB 2019,Endonuclease/Exonuclease/phosphatase family protein,364,40544,Endonuclease/exonuclease/phosphatase superfamily,0,catalytic activity
GL50803_0010552,GL50803_0010552_t1,Giardia Assemblage A isolate WB 2019,putative ephrin-receptor like protein,528,57229,Glycoside hydrolase superfamily;Growth factor receptor cysteine-rich domain superfamily,2,"hydrolase activity, hydrolyzing O-glycosyl compounds"
GL50803_0010568,GL50803_0010568_t1,Giardia Assemblage A isolate WB 2019,U3-containing 90S pre-ribosomal complex subunit,352,40088,N/A,0,N/A
GL50803_0010569,GL50803_0010569_t1,Giardia Assemblage A isolate WB 2019,KRI1-like family protein,505,58259,N/A,0,N/A
GL50803_0010570,GL50803_0010570_t1,Giardia Assemblage A isolate WB 2019,Peptidyl-prolyl cis-trans isomerase,354,38873,N/A,0,peptidyl-prolyl cis-trans isomerase activity
GL50803_0010571,GL50803_0010571_t1,Giardia Assemblage A isolate WB 2019,unspecified product,766,84996,N/A,0,N/A
GL50803_0010572,GL50803_0010572_t1,Giardia Assemblage A isolate WB 2019,unspecified product,325,35176,N/A,1,N/A
GL50803_0010573,GL50803_0010573_t1,Giardia Assemblage A isolate WB 2019,Ankyrin repeat protein 1,369,40140,Ankyrin repeat-containing domain superfamily,0,protein binding
GL50803_0010577,GL50803_0010577_t1,Giardia Assemblage A isolate WB 2019,Nop domain-containing protein,498,55387,Nop domain superfamily,0,snoRNA binding
GL50803_0010587,GL50803_0010587_t1,Giardia Assemblage A isolate WB 2019,pseudogene,N/A,N/A,N/A,N/A,N/A
GL50803_0010605,GL50803_0010605_t1,Giardia Assemblage A isolate WB 2019,Ankyrin repeat protein 2,458,51321,Ankyrin repeat-containing domain superfamily,0,protein binding
GL50803_0010606,GL50803_0010606_t1,Giardia Assemblage A isolate WB 2019,"CCR4-NOT transcription complex, subunit 7",260,29115,Ribonuclease H-like superfamily,0,nucleic acid binding;poly(A)-specific ribonuclease activity
GL50803_0010608,GL50803_0010608_t1,Giardia Assemblage A isolate WB 2019,unspecified product,929,102992,N/A,0,N/A
GL50803_0010609,GL50803_0010609_t1,Giardia Assemblage A isolate WB 2019,"Kinase, STE STE20",423,46981,Protein kinase-like domain superfamily,0,ATP binding;protein kinase activity
GL50803_0010612,GL50803_0010612_t1,Giardia Assemblage A isolate WB 2019,putative Phosphotyrosyl phosphatase activator protein,308,36172,PTPA superfamily,0,phosphatase activator activity
GL50803_0010623,GL50803_0010623_t1,Giardia Assemblage A isolate WB 2019,Phosphoenolpyruvate carboxykinase,654,73845,"Phosphoenolpyruvate carboxykinase, N-terminal",0,GTP binding;phosphoenolpyruvate carboxykinase (GTP) activity;phosphoenolpyruvate carboxykinase activity;purine nucleotide binding
GL50803_0010632,GL50803_0010632_t1,Giardia Assemblage A isolate WB 2019,Ankyrin repeat protein 1,1005,108911,Ankyrin repeat-containing domain superfamily,0,protein binding
GL50803_00106320,GL50803_00106320_t1,Giardia Assemblage A isolate WB 2019,Zinc finger domain-containing protein,398,43580,"Zinc finger, CHY-type superfamily;Zinc finger, CTCHY-type superfamily",0,zinc ion binding
GL50803_0010659,GL50803_0010659_t1,Giardia Assemblage A isolate WB 2019,High cysteine membrane protein Group 1,724,74383,Growth factor receptor cysteine-rich domain superfamily,1,N/A
GL50803_0010661,GL50803_0010661_t1,Giardia Assemblage A isolate WB 2019,Ubiquitin-conjugating enzyme E1,1092,121422,Ubiquitin-activating enzyme,0,ubiquitin-like modifier activating enzyme activity
GL50803_0010666,GL50803_0010666_t1,Giardia Assemblage A isolate WB 2019,Histone acetyltransferase GCN5,408,46725,Bromodomain-like superfamily;Acyl-CoA N-acyltransferase,0,N-acetyltransferase activity;histone acetyltransferase activity;protein binding
GL50803_0010667,GL50803_0010667_t1,Giardia Assemblage A isolate WB 2019,unspecified product,157,17522,N/A,4,N/A
GL50803_0010675,GL50803_0010675_t1,Giardia Assemblage A isolate WB 2019,Noc2p family protein,789,87945,N/A,0,N/A
GL50803_0010676,GL50803_0010676_t1,Giardia Assemblage A isolate WB 2019,unspecified product,714,80269,N/A,0,N/A
GL50803_0010677,GL50803_0010677_t1,Giardia Assemblage A isolate WB 2019,Helix-hairpin-helix domain-containing protein,195,21859,RuvA domain 2-like,0,N/A
GL50803_0010679,GL50803_0010679_t1,Giardia Assemblage A isolate WB 2019,Double-stranded DNA-binding domain-containing protein,140,15480,PDCD5-like superfamily,0,DNA binding
GL50803_0010680,GL50803_0010680_t1,Giardia Assemblage A isolate WB 2019,unspecified product,443,50345,N/A,0,N/A
GL50803_0010682,GL50803_0010682_t1,Giardia Assemblage A isolate WB 2019,unspecified product,268,28950,NAD(P)-binding domain superfamily,0,oxidoreductase activity
GL50803_0010686,GL50803_0010686_t1,Giardia Assemblage A isolate WB 2019,Ankyrin repeat protein 1,72,8322,Ankyrin repeat-containing domain superfamily,0,N/A
GL50803_0010696,GL50803_0010696_t1,Giardia Assemblage A isolate WB 2019,unspecified product,113,12789,N/A,2,N/A
GL50803_0010697,GL50803_0010697_t1,Giardia Assemblage A isolate WB 2019,unspecified product,347,37885,N/A,0,N/A
GL50803_0010698,GL50803_0010698_t1,Giardia Assemblage A isolate WB 2019,unspecified product,770,85289,N/A,0,protein phosphatase binding
GL50803_0010703,GL50803_0010703_t1,Giardia Assemblage A isolate WB 2019,Ankyrin repeat protein 2,382,42071,Ankyrin repeat-containing domain superfamily,0,protein binding;transferase activity
GL50803_0010705,GL50803_0010705_t1,Giardia Assemblage A isolate WB 2019,unspecified product,473,53689,N/A,0,N/A
GL50803_0010707,GL50803_0010707_t1,Giardia Assemblage A isolate WB 2019,NAD-dependent histone deacetylase Sir2,559,62831,DHS-like NAD/FAD-binding domain superfamily,0,NAD+ binding
GL50803_0010708,GL50803_0010708_t1,Giardia Assemblage A isolate WB 2019,Sir2 family protein,680,74594,DHS-like NAD/FAD-binding domain superfamily,0,NAD+ binding
GL50803_0010711,GL50803_0010711_t1,Giardia Assemblage A isolate WB 2019,Serine/threonine protein phosphatase,318,36470,Metallo-dependent phosphatase-like,0,hydrolase activity;protein serine phosphatase activity;protein threonine phosphatase activity
